T(K)   C(J/molK)
149.048	48.253
149.248	48.329
149.448	48.642
149.649	48.404
149.848	49.449
150.048	48.357
150.248	49.130
150.448	48.389
150.649	49.002
150.850	48.583
151.050	49.248
151.250	48.974
151.450	49.304
151.651	49.385
151.852	49.066
152.052	49.893
152.253	49.686
152.454	49.582
152.656	50.241
152.856	49.843
153.056	50.039
153.258	50.256
153.458	50.300
153.657	50.020
153.855	50.055
154.055	50.166
154.255	50.116
154.456	50.065
154.657	51.656
154.856	50.467
155.056	51.035
155.257	51.338
155.458	50.977
155.660	50.798
155.862	52.328
156.063	51.026
156.264	50.982
156.465	51.938
156.666	51.414
156.866	51.507
157.068	51.365
157.270	52.106
157.470	52.075
157.671	52.376
157.871	52.188
158.072	52.162
158.275	52.793
158.476	53.006
158.678	52.535
158.879	52.590
159.079	52.503
159.278	53.613
159.477	52.311
159.677	52.937
159.876	53.514
160.075	53.090
160.277	53.605
160.479	53.686
160.681	53.583
160.883	54.249
161.084	54.033
161.283	54.052
161.483	54.177
161.683	53.635
161.883	54.321
162.084	54.485
162.285	54.473
162.486	54.567
162.688	54.536
162.891	55.196
163.093	55.015
163.294	55.785
163.495	55.074
163.697	56.426
163.896	55.202
164.097	55.123
164.299	55.596
164.500	56.269
164.700	55.799
164.901	55.753
165.101	56.875
165.301	56.526
165.501	56.699
165.702	56.844
165.902	58.460
166.102	57.636
166.302	57.191
166.503	56.919
166.705	57.244
166.907	57.041
167.107	58.388
167.307	57.595
167.507	58.405
167.706	58.375
167.906	58.173
168.107	58.772
168.308	58.154
168.509	59.378
168.710	58.626
168.911	59.556
169.111	59.338
169.311	58.734
169.513	59.249
169.714	59.972
169.915	59.347
170.116	60.829
170.316	60.639
170.516	60.578
170.717	60.877
170.918	60.479
171.118	60.503
171.320	60.809
171.521	62.223
171.720	60.940
171.920	61.546
172.121	61.707
172.320	62.521
172.521	61.739
172.722	63.407
172.922	62.910
173.123	62.849
173.322	63.632
173.521	62.222
173.722	63.559
173.922	63.924
174.122	64.147
174.321	64.425
174.521	64.449
174.723	64.415
174.922	66.486
175.121	64.941
175.322	65.402
175.523	66.110
175.722	66.444
175.922	66.136
176.122	66.662
176.323	67.647
176.523	67.180
176.723	68.898
176.923	68.841
177.123	68.293
177.325	69.173
177.525	70.591
177.725	69.504
177.926	70.742
178.126	71.670
178.326	72.748
178.524	73.180
178.724	73.658
178.925	75.550
179.125	76.777
179.325	78.050
179.525	80.854
179.724	82.806
179.922	82.770
180.122	75.681
180.323	65.314
180.526	56.456
180.728	52.812
180.928	49.062
181.130	47.440
181.332	46.204
181.534	46.127
181.734	44.857
181.935	44.272
182.136	44.077
182.337	43.668
182.539	43.940
182.741	43.269
182.943	43.169
183.143	43.665
183.342	43.116
183.544	42.561
183.745	42.619
183.946	42.988
184.148	42.445
184.350	42.225
184.552	41.993
184.755	41.728
184.958	42.163
185.160	41.374
185.362	42.401
185.565	41.117
185.768	42.173
185.970	41.084
186.173	42.017
186.375	41.849
186.578	41.425
186.781	41.584
186.982	42.056
187.182	41.525
187.383	41.294
187.585	41.553
187.787	40.928
187.989	41.067
188.190	41.231
188.392	40.854
188.593	41.252
188.793	41.385
188.995	40.836
189.196	40.878
189.397	41.678
189.598	40.892
189.800	41.673
190.002	41.441
190.204	40.857
190.409	41.305
190.612	41.643
190.813	40.953
191.014	40.776
191.217	41.212
191.418	41.065
191.620	40.650
191.823	40.991
192.026	41.280
192.228	40.947
192.429	41.592
192.630	41.147
192.832	41.170
193.035	41.264
193.236	41.781
193.437	41.219
193.638	41.271
193.841	41.342
194.042	41.573
194.242	40.954
194.443	41.113
194.644	41.114
194.845	41.067
195.047	41.261
195.246	41.516
195.446	41.076
195.647	41.516
195.847	41.663
196.049	41.269
196.252	41.794
196.452	41.932
196.653	41.499
196.856	41.483
197.057	41.688
197.258	41.054
197.459	41.297
197.661	41.203
197.863	41.507
198.065	41.133
198.267	41.128
198.469	41.710
198.670	41.642
198.871	41.599
199.071	41.595
199.272	41.498
199.473	41.749
199.674	41.502
199.876	41.826
 
